gene_id	baseMean	log2FoldChange	lfcSE	pvalue	padj
YAL049C	38.99791	-0.8887005	0.33677607	0.00396311	0.0110633
YAL051W	105.3755	0.6333821	0.2054249	0.001471878	0.004691226
YAL053W	167.6226	2.434222	0.21420699	1.966007e-32	5.990424e-30
YAL054C	64.18256	-0.03965295	0.5182783	0.9239483	0.9548656
YAL055W	324.736	0.9458506	0.22476778	1.222588e-05	7.015489e-05
YAL056W	158.0237	-0.7931038	0.273872	0.002178916	0.006544266
YAL058W	24.58468	0.4353834	0.36242365	0.1843571	0.2843128
YAL059W	48.00991	1.719557	0.31952435	3.607001e-09	5.08821e-08
YAL060W	225.1576	-1.987054	0.51870281	2.116458e-06	1.489341e-05
YAL061W	146.7188	-0.916113	0.46268897	0.01881335	0.04233699
YAL062W	51.9776	-0.4125271	0.4543024	0.2849683	0.4029227
YAL063C	189.8724	-2.39891	0.53178491	3.147989e-08	3.561761e-07
YAL063C-A	0.4435201	0.3216741	0.95216229	0.3289005	NA
YAL064C-A	4.38771	-3.194766	1.42734919	3.079769e-05	0.0001584967
YAL064W	0.5115588	-0.3110239	0.93340616	0.3608617	NA
YAL064W-B	7.493571	0.5260013	0.52931539	0.2110474	0.3181898
YAL065C	94.14755	-2.790696	0.59275557	6.585137e-09	8.723875e-08
YAL067C	13.06142	0.4406598	0.41871492	0.2276909	0.337029
YAL067W-A	0.3330339	-0.06617119	1.01761427	0.7487563	NA
YAL068C	0.9450379	-0.5998406	0.94589984	0.1330564	NA
YAR002C-A	73.73389	1.043523	0.26619863	3.426511e-05	0.0001741548
YAR002W	40.81833	-0.01375823	0.23687886	0.951766	0.9728383
YAR003W	65.56562	0.375202	0.24058571	0.1037911	0.1773208
YAR007C	40.81796	0.6102805	0.33172688	0.04555447	0.08978296
YAR008W	24.20052	1.176851	0.3570571	0.0002591797	0.001046681
YAR009C	4.994831	0.4837597	0.85568681	0.2423524	0.3542565
YAR010C	0.09346285	-0.03842981	1.06910313	0.8070662	NA
YAR014C	148.9108	1.205701	0.181927	1.005478e-11	2.618541e-10
YAR015W	38.50924	-1.072643	0.59330865	0.01636094	0.03748255
